Parent List ID,Shade_Shape,Height_mm,Diameter_mm,Hole_Diameter_mm,Material_Primary,Fitting_Type,Colour_Family,Bulb_Base_Type,Style_Category,Room_Suitability
5347300966561,Cone,80,220,40,Metal,Easy Fit,Blue,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Yellow,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Pink,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Brushed Copper,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Brushed Brass,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Navy Blue,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Burgundy,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Orange,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Brushed Silver,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Satin Nickel,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Grey,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Green,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Brown,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Rustic Red,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5347300966561,Cone,80,220,40,Metal,Easy Fit,Red,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
4417288470624,,,,,,,,,,
4572386033760,Curvey,170,290,40,Metal,Easy Fit,Copper,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5294722252961,Flat,55,210,40,Glass,Easy Fit,Amber / Warm Tone,E27,Contemporary Art Deco Glass,"Living Room, Dining [VERIFY]"
5482307649697,Bowel,100,220,40,Metal,Easy Fit,Copper,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5474398765217,Curvey,170,290,40,Metal,Easy Fit,White,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
8565777957114,Cylinder Dome,170,100,40,Glass,Easy Fit,Copper / Clear,E27,Contemporary Art Deco Glass,[VERIFY  conflicting source data]
8565777957114,,,,,,,,,,
6894937866401,,,,,,,,,,
8021911044346,Mosque,210,315,10,Metal,N/A,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
6842390708385,Dome,100,210,40,Metal,Easy Fit,Grey,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
6842390708385,Dome,100,210,40,Metal,Easy Fit,White,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
5474398535841,Curvey,170,290,40,Metal,Easy Fit,Brushed Silver,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5474398535841,Curvey,170,290,40,Metal,Easy Fit,Brushed Copper,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5474398535841,Curvey,170,290,40,Metal,Easy Fit,Brushed Brass,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5474398535841,Curvey,170,290,40,Metal,Easy Fit,Rustic Red,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5474398535841,Curvey,170,290,40,Metal,Easy Fit,Yellow Brass,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
5474398535841,Curvey,170,290,40,Metal,Easy Fit,Green Brass,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
7455210569978,Barn Slot,160,300,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
7455210569978,Barn Slot,160,300,40,Metal,Easy Fit,White,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
7455210569978,Barn Slot,160,300,40,Metal,Easy Fit,Yellow,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
7455210569978,Barn Slot,160,300,40,Metal,Easy Fit,Red,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
7455210569978,Barn Slot,160,300,40,Metal,Easy Fit,Green,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
7455210569978,Barn Slot,160,300,40,Metal,Easy Fit,Blue,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
7455210569978,Barn Slot,160,300,40,Metal,Easy Fit,Grey,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
7455210569978,Barn Slot,160,300,40,Metal,Easy Fit,Copper,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,White,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,Grey,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,Pink,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,Red,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,Orange,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,Yellow,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,Green,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,Cyan Blue,E27,Vintage Industrial,"Kids Room, Living Room, Kitchen [VERIFY]"
14892327797122,Half Round,130,150,40,Metal,Easy Fit,Burgundy,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14892327797122,Half Round,120,160,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
8021902819578,Bowel,100,360,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
14919938539906,,,,,,,,,,
14919945650562,,,,,,,,,,
14929096540546,,,,,,,,,,
14934467281282,Dome,170,400,40,Metal,Easy Fit,Yellow,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14934467281282,Dome,170,400,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14934485369218,Cone,100,180,40,Metal,Easy Fit,Rustic Red,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
14934485369218,Cone,100,180,40,Metal,Easy Fit,Brushed Silver,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
14934485369218,Cone,100,180,40,Metal,Easy Fit,Brushed Copper,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
14934638199170,Cone,80,220,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
14934638199170,Cone,80,220,40,Metal,Easy Fit,Brushed Brass,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
14934638199170,Cone,80,220,40,Metal,Easy Fit,Rustic Red,E27,Vintage Industrial,"Kitchen, Dining, Hallway [VERIFY]"
14934663922050,Mosque,210,315,10,Metal,N/A,Blue,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14934663922050,Mosque,210,315,10,Metal,N/A,Yellow,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14934663922050,Mosque,210,315,10,Metal,N/A,White,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
14934663922050,,,,,,,,,,
14934663922050,Mosque,210,315,10,Metal,N/A,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15059906789762,,,,,,,,,,
14819787506050,,,,,,,,,,
15260005171586,Bowl,90,245,40,Glass,Easy Fit,Green,E27,Contemporary Art Deco Glass,"Living Room, Dining [VERIFY]"
15260005171586,Bowl,90,245,40,Glass,Easy Fit,Blue,E27,Contemporary Art Deco Glass,"Living Room, Dining, Bedroom [VERIFY]"
15260005171586,Bowl,90,245,40,Glass,Easy Fit,Purple / Violet,E27,Contemporary Art Deco Glass,"Living Room, Dining, Bedroom [VERIFY]"
15260005171586,Bowl,90,245,40,Glass,Easy Fit,Amber / Warm Tone,E27,Contemporary Art Deco Glass,"Living Room, Dining, Bedroom [VERIFY]"
15260812935554,Curvey,170,290,40,Metal,Easy Fit,Blue,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15260812935554,Curvey,170,290,40,Metal,Easy Fit,Yellow,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15260812935554,Curvey,170,290,40,Metal,Easy Fit,Red,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15260812935554,Curvey,170,290,40,Metal,Easy Fit,Orange,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15260812935554,Curvey,170,290,40,Metal,Easy Fit,Green,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15260812935554,Curvey,170,290,40,Metal,Easy Fit,White,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15260844720514,,,,,,,,,,
15260844720514,Cone,125,240,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15260848062850,Curvey,170,290,40,Metal,Easy Fit,Cyan Blue,E27,Vintage Industrial,"Kids Room, Living Room, Kitchen [VERIFY]"
15260848062850,Curvey,170,290,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15260848062850,Curvey,170,290,40,Metal,Easy Fit,Burgundy,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15260848062850,Curvey,170,290,40,Metal,Easy Fit,Gold,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15260848062850,Curvey,170,290,40,Metal,Easy Fit,Navy Blue,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15260934177154,Tapered Cone,145,160,40,Glass,Easy Fit,Silver / Chrome,E27,Contemporary Art Deco Glass,"Living Room, Dining, Bedroom [VERIFY]"
15260936831362,Stripped,95,120,40,Glass,Easy Fit,Clear / Transparent,E27,Contemporary Art Deco Glass,"Kitchen, Dining, Hallway [VERIFY]"
15263658180994,Dome,110,200,40,Glass,Easy Fit,White & Warm Amber,E27,Contemporary Art Deco Glass,"Living Room, Dining, Bedroom [VERIFY]"
15263658180994,Dome,90,180,40,Glass,Easy Fit,White & Warm Amber,E27,Contemporary Art Deco Glass,"Living Room, Dining, Bedroom [VERIFY]"
15263751340418,Temple Dome,135,320,40,Metal,Easy Fit,Green,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15263751340418,Temple Dome,135,320,40,Metal,Easy Fit,White,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15269014962562,Bell Jar,155,145,40,Glass,Easy Fit,Amber / Warm Tone,E27,Contemporary Art Deco Glass,"Living Room, Dining [VERIFY]"
15269017223554,Bell,130,-,40,Glass,Easy Fit,White & Amber,E27,Contemporary Art Deco Glass,"Living Room, Hallway, Dining [VERIFY]"
15269017354626,Decorative Bell,100,170,40,Glass,Easy Fit,Amber / Warm Tone,E27,Contemporary Art Deco Glass,"Living Room, Dining, Bedroom [VERIFY]"
15273974301058,Dome,160,260,10,Metal,N/A,Antique / Bronze,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15273985540482,Dome,165,120,10,Metal,N/A,Antique / Bronze,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15280059023746,Bell Jar,230,145,40,Glass,Easy Fit,Clear / Transparent,E27,Contemporary Art Deco Glass,"Kitchen, Dining, Hallway [VERIFY]"
15297567916418,,,,,,,,,,
15319604593026,,,,,,,,,,
15319604822402,,,,,,,,,,
15260812935554,Curvey,170,290,40,Metal,Easy Fit,Grey,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,Grey,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,Burgundy,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,Orange,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,White,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,Blue,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,Green,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,Pink,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,Red,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
15325851910530,Half Round,130,150,40,Metal,Easy Fit,Yellow,E27,Vintage Industrial,"Kitchen, Dining, Living Room [VERIFY]"
5474398437537,Curvey,170,290,40,Metal,Easy Fit,Black,E27,Vintage Industrial,"Kitchen, Cafe, Dining [VERIFY]"
15364654498178,,,,,,,,,,
15364740809090,Dome,355,325,40,Natural Rope,Easy Fit,Black & Natural,E27,Bohemian / Boho,"Living Room, Bedroom, Conservatory [VERIFY]"
